StrainID	Species	Old ID	StrainInfo doi	Phylum	Family	Growth atm.	Recommended medium for growth	Incubation time	Risk Group	Geographic location	Host disease status	Host age class	Sample material	Date of isolation (JJJJ-MM-DD)	genome_md5	assembly_qual	genome_length	number_contig	N50	number_contig_below_1kb	max_contig_length	coverage	assembly_software	compl_score	compl_software	contam_score	contam_software	trnas	trna_ext_software	adapters_file	plasmid_length	is_compl_grtr_90	is_contam_less_5	is_coverage_grtr_10	are_contigs_less_100	is_N50_grtr_25kb	is_max_contig_grtr_100kb	is_trnas_grtr_18	is_SSU_grtr_0	is_LSU_grtr_0	is_5S_grtr_0	assembly_date	workflow_version	sequencing_technology
CLA-AA-H233	Faecalibacterium butyricigenerans	H1-B4	10.60712/SI-ID414155.1	Bacillota	Oscillospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	c337ff2a0f8a59a7f10b4ba3394743aa	Manual review: are_contigs_less_100	2592482	154	44041	407	150582	221	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	22016;7262	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H234	Parabacteroides distasonis	H1-B8	10.60712/SI-ID414156.1	Bacteroidota	Tannerellaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-11-08	de0d14071b34257725e586716f7506b6	Manual review: are_contigs_less_100	5146304	141	81264	468	202795	105	SPAdes	99.04	checkm	0.13	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H235	Blautia hansenii	H1-B1-B10	10.60712/SI-ID414157.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	2e6d95a02db26ccd64bc211bac10a1ab	Manual review: is_trnas_grtr_18	3168896	95	121370	308	232794	176	SPAdes	99.36	checkm	0.32	checkm	17	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5983;1275	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H236	Faecalibacterium longum	H1-GB1	10.60712/SI-ID414158.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	ecd5b71fa5654b5bfaf674f68c6ae200	Manual review: are_contigs_less_100, is_trnas_grtr_18	2835160	159	39664	317	176431	200	SPAdes	100	checkm	0	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H237	Phascolarctobacterium faecium	H1-GB5	10.60712/SI-ID414297.1	Bacillota	Acidaminococcaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	12eaef643c8ab6eb198bc75635f20910	High-quality draft	2423431	42	156633	97	422625	464	SPAdes	99.98	checkm	1.7	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H238	Roseburia intestinalis	H1-B1	10.60712/SI-ID414159.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	37a22e824e3546a9b31f579c42d0dcd6	Manual review: are_contigs_less_100	4433007	162	87334	429	291854	295	SPAdes	99.03	checkm	0.46	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H239	Escherichia coli	H1-B2	10.60712/SI-ID414160.1	Pseudomonadota	Enterobacteriaceae	Facultative anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-11-08	88c49955b7bbdce4c88b489c569efecf	Manual review: are_contigs_less_100, is_trnas_grtr_18	4743486	214	64810	653	179620	136	SPAdes	99.93	checkm	0.88	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H240	Faecalibacillus intestinalis	H1-YC5	10.60712/SI-ID414161.1	Bacillota	Coprobacillaceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	2e31a78b1fdb7fadbba50c1fdb233c20	High-quality draft	2916942	55	126661	181	343965	655	SPAdes	99.06	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	1116	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H241	Oliverpabstia intestinalis	H1-B2-G7	10.60712/SI-ID400652.2	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-08	82819ca0b3bccc11bc90860c46d211ba	Manual review: are_contigs_less_100, is_trnas_grtr_18	3822151	235	38504	561	117473	177	SPAdes	99.37	checkm	1.58	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	42277	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H242	Dialister hominis	H1-Clx_24	10.60712/SI-ID414163.1	Bacillota	Veillonellaceae	Anaerobe	BHI;mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	a49b2ce904798a9b1effbbaca9e31233	Manual review: are_contigs_less_100, is_max_contig_grtr_100kb	2145787	148	27205	303	91600	366	SPAdes	98.73	checkm	0.02	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H243	Faecalibacterium longum	H5-GB2	10.60712/SI-ID414164.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA;WCA;mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	f787ea93034a32ec91669f5b0fc8880c	Manual review: are_contigs_less_100	2951594	180	52060	435	232470	254	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H244	Gallintestinimicrobium propionicum	H1-Clx-7	10.60712/SI-ID396871.2	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	e8740971d3075b030db048d8625d5138	Manual review: are_contigs_less_100, is_trnas_grtr_18	3607834	221	37713	581	115350	196	SPAdes	98.66	checkm	0.19	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	17430;5962	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H245	Phocaeicola dorei	H5-Clx-10	10.60712/SI-ID414298.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM;WCA;BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	95ac0db2c6061a98ab145615dcd800b9	Manual review: are_contigs_less_100	5410935	112	124533	73	274637	130	SPAdes	99.25	checkm	0.19	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5472;4148;2784	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H246	Hominisplanchenecus faecis	H5-Clx-27	10.60712/SI-ID400270.2	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-23	d45b27b0c5acb26b6301e92e9ef58d5a	Manual review: are_contigs_less_100, is_trnas_grtr_18	3254834	219	30525	718	198424	204	SPAdes	100	checkm	0.63	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	5167;5022	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H247	Veillonella fallax	H1-Clx-37	10.60712/SI-ID404101.2	Bacillota	Veillonellaceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	4e7b1c1c2e7b1a77d2ad2cc182bce297	Manual review: is_trnas_grtr_18	2072989	77	63437	201	182201	387	SPAdes	100	checkm	0	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	4580	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H248	Bilophila wadsworthia	H5-B1	10.60712/SI-ID414168.1	Desulfobacterota	Desulfovibrionaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-11-23	e1038ef8b1573d7d369124f95d6463e0	Manual review: are_contigs_less_100, is_N50_grtr_25kb	4183397	451	14936	196	107340	197	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4531	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H249	Anaerostipes amylophilus	H5-B2	10.60712/SI-ID414169.1	Bacillota	Lachnospiraceae	Anaerobe	BHI;GAM;YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	2197882277fd6ca8d678734451677bd5	High-quality draft	2649714	62	146289	158	252902	247	SPAdes	99.33	checkm	1.34	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5022	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H25	Streptococcus salivarius	TC-COL-DP-A	10.60712/SI-ID414170.1	Bacillota	Streptococcaceae	Anaerobe	WCA	1-3 days	2	Germany	Healthy	Adult	feces	2019-07-25	b5d4f674c5bb5b183f63c2a3dc004a07	High-quality draft	2171369	37	217321	131	369727	444	SPAdes	99.84	checkm	0.58	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	3681	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H250	Hominenteromicrobium mulieris	H5-B5	10.60712/SI-ID403118.2	Bacillota	Oscillospiraceae	Anaerobe	BHI	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-23	5fcbf9b1e61c561e39f09731227e089a	High-quality draft	2848438	67	169968	172	517383	198	SPAdes	98.66	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H251	Clostridium innocuum	H5-GB3	10.60712/SI-ID414172.1	Bacillota	Erysipelotrichaceae	Anaerobe	mGAM Blood agar	1-3 days	2	Germany	Healthy	Adult	feces	2020-11-23	fd1bb7d45eed0eddb2668428e041ab13	High-quality draft	4173136	78	96576	77	221499	177	SPAdes	97.17	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	54612;7806;4077	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H252	Fusicatenibacter saccharivorans	H5-GB8	10.60712/SI-ID414173.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	b228e7681e18dcb68027bf85438342d0	High-quality draft	3877859	100	219934	181	420091	602	SPAdes	98.95	checkm	1.27	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	6345;5022	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H253	Phocaeicola vulgatus	H5-GB5-B7	10.60712/SI-ID414299.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	f1999574f12ac9d13f3859de02e43b6e	Manual review: are_contigs_less_100	5113295	248	63626	230	137414	535	SPAdes	98.87	checkm	0.38	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	103770;3440	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H255	Lachnospira rogosae	H5-GB3-A2	10.60712/SI-ID414300.1	Bacillota	Bacteroidaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	07a635c2ed5234a47e087089db01ffb9	High-quality draft	2798283	23	356991	93	531548	307	SPAdes	98.66	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H256	Phocaeicola massiliensis	H5-GB4-E6	10.60712/SI-ID414175.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	9e51574d11fe7a148cacab766f1f7525	Manual review: are_contigs_less_100	4088419	102	102520	277	305435	318	SPAdes	99.26	checkm	0.56	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H257	Bifidobacterium pseudocatenulatum	H5-YC3	10.60712/SI-ID414176.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	ff2073f89b8ff656df3148b961bd2ac1	High-quality draft	2226303	61	84607	136	175809	261	SPAdes	100	checkm	0.23	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H258	Agathobacter rectalis	H5-YC3-C3	10.60712/SI-ID414301.1	Bacillota	Lachnospiraceae	Anaerobe	BHI; YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	fb53d88abc00fc00f3e82a485785a1ca	High-quality draft	3132698	56	155767	125	450120	360	SPAdes	99.52	checkm	0.97	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H259	Blautia wexlerae	H5-YC1-F5	10.60712/SI-ID414177.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	fea968381ab887681326d77a9f9b5093	Manual review: are_contigs_less_100, is_N50_grtr_25kb, is_trnas_grtr_18	3996761	326	24869	697	102115	155	SPAdes	99.37	checkm	0	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	37400;5022;2405	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H260	Lachnospira eligens	H5-Clx-1	10.60712/SI-ID414178.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	564e88147cf81c598967af1a55b07181	High-quality draft	3089540	54	160247	85	350915	124	SPAdes	98.66	checkm	0.67	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	11333	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H261	Mediterraneibacter torques	H5-Clx-3	10.60712/SI-ID414179.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	6de7cbb0df505e749dbf9e6c5902cf92	Manual review: are_contigs_less_100	2982787	110	68234	163	173441	568	SPAdes	99.42	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	6813	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H262	Dorea longicatena	H5-Clx-5	10.60712/SI-ID414302.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	29080cd75094899d52fd0255517d928d	Manual review: is_trnas_grtr_18	3008230	71	91634	169	190304	752	SPAdes	99.42	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5022	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H264	Dorea formicigenerans	H5-Clx-12	10.60712/SI-ID414303.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	d509db8e88132a8e5372a6b7cd791ca9	Manual review: is_trnas_grtr_18	3193689	63	143001	151	475964	876	SPAdes	99.42	checkm	0.19	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H266	Adlercreutzia equolifaciens	H5-Clx-21	10.60712/SI-ID414180.1	Actinomycetota	Eggerthellaceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	374a16fa23f5ca43a675d1d68588bbe1	High-quality draft	2732222	65	97379	169	242342	656	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4665	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H267	Phascolarctobacterium faecium	H5-Clx-25	10.60712/SI-ID414304.1	Bacillota	Acidaminococcaceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	252fa0f629bcabd435500423dddaec76	High-quality draft	2612011	29	254528	107	422874	479	SPAdes	99.98	checkm	1.5	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H269	Hominicoprocola fusiformis	H5-Clx-43	10.60712/SI-ID399331.2	Bacillota	Oscillospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	f9183a2ddf92d886e956e7b0c18b52b2	Manual review: are_contigs_less_100, is_N50_grtr_25kb	3347667	322	23950	786	164137	162	SPAdes	98.66	checkm	0.34	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	6293	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H270	Agathobaculum butyriciproducens	H5-Clx-44	10.60712/SI-ID414182.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	e2945a4ff9333662781fe7d17ec53aa2	Manual review: are_contigs_less_100	2695431	224	28335	660	105145	254	SPAdes	99.33	checkm	0.67	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	6293;5022	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H271	Ruminococcoides intestinale	H3-Clx-5	10.60712/SI-ID414305.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM;BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	b2058f5db40c451ba1be3306d7c6b6e8	Manual review: is_trnas_grtr_18	2230712	38	129688	79	552741	1320	SPAdes	99.33	checkm	0.67	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H272	Brotocaccenecus cirricatena	H3-Clx-32	10.60712/SI-ID414183.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA agar	3-5 days	Unknown	Germany	Healthy	Adult	feces	2020-07-20	90c2c3e15e77093f8185978995b6397a	Manual review: are_contigs_less_100, is_trnas_grtr_18	3350292	270	27478	528	133150	172	SPAdes	95.3	checkm	2.01	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	5277	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H273	Waltera acetigignens	H3-Clx-43	10.60712/SI-ID402071.2	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-07-20	429ccd9fe1d4d211b57e484600659e2c	Manual review: are_contigs_less_100, is_trnas_grtr_18	3870333	196	43136	664	106360	154	SPAdes	99.03	checkm	1.61	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H274	Brotaphodocola catenula	H1-Clx-14	10.60712/SI-ID402698.2	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-08	9dbd73d0f80d3475f50eeeffef6da03c	Manual review: are_contigs_less_100, is_trnas_grtr_18	3311329	161	46099	769	145356	222	SPAdes	99.37	checkm	0.63	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	5504;5416	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H275	Blautia fusiformis	H1-Clx-11	10.60712/SI-ID414186.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	0c6865c9dd5b22156fe7f5df642d6844	High-quality draft	3535005	70	129393	487	244427	209	SPAdes	99.37	checkm	0.32	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H276	Hominiventricola filiformis	H1-YC7	10.60712/SI-ID403981.2	Bacillota	Lachnospiraceae	Anaerobe	mGAM;AAM;YCFA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-08	590beb1390ad0cdb1fa93ec87472d36e	Manual review: is_trnas_grtr_18	3495935	101	110298	265	245187	171	SPAdes	99.37	checkm	0.32	checkm	16	tRNAscan-SE	resources/NexteraPE-PE.fa	52508;5471;2990	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H277	Fusicatenibacter faecihominis	H1-YC4	10.60712/SI-ID399563.2	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-08	8817e29926c7d3ba2c503b292ea22316	Manual review: are_contigs_less_100	3884093	205	41612	619	230334	155	SPAdes	99.37	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	13671;7191	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H278	Clostridium fessum	H1-GB1-B6	10.60712/SI-ID414189.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-08	40f4398c881503b9ffd54e61b93acae9	Manual review: are_contigs_less_100, is_trnas_grtr_18	3111108	162	35781	423	127518	153	SPAdes	100	checkm	0.16	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H279	Mediterraneibacter lactaris	H2-BHI2-G11	10.60712/SI-ID414190.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	40d2b43f616de88bdfa5bfbcd52505c2	Manual review: are_contigs_less_100, is_max_contig_grtr_100kb	2930144	207	34488	263	95202	184	SPAdes	98.25	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	6828	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H280	Bifidobacterium adolescentis	H5-YC5-B6	10.60712/SI-ID414191.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-11-23	e4b457c8d27bb7c1390113acc885705b	High-quality draft	2236155	60	89454	118	211158	111	SPAdes	99.55	checkm	0	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H281	Faecalibacterium intestinale	H3-Clx-20	10.60712/SI-ID414306.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	f91bb5f015a12f8024f39de7734719b2	High-quality draft	2973806	78	92486	219	380592	431	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
